,"Manufacturing, value added (% of GDP)",Trade (% of GDP),"Government expenditure on education, total (% of GDP)",Gross capital formation (% of GDP),"Services, value added (% of GDP)",Net investment in nonfinancial assets (% of GDP),"Foreign direct investment, net outflows (% of GDP)",Merchandise trade (% of GDP),Coal rents (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Mineral rents (% of GDP),Forest rents (% of GDP),Gross fixed capital formation (% of GDP),Households and NPISHs final consumption expenditure (% of GDP),Final consumption expenditure (% of GDP),Total natural resources rents (% of GDP),External balance on goods and services (% of GDP),Military expenditure (% of GDP),Tax revenue (% of GDP),"Revenue, excluding grants (% of GDP)",Market capitalization of listed domestic companies (% of GDP),Expense (% of GDP),"Personal remittances, received (% of GDP)",Natural gas rents (% of GDP),"Industry (including construction), value added (% of GDP)",Oil rents (% of GDP),Gross national expenditure (% of GDP),Gross domestic savings (% of GDP),Imports of goods and services (% of GDP),Current account balance (% of GDP),Trade in services (% of GDP),Gross savings (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)",General government final consumption expenditure (% of GDP),Exports of goods and services (% of GDP),Net lending (+) / net borrowing (-) (% of GDP),"Stocks traded, total value (% of GDP)"
1970,,30.0988460061532,3.36681008338928,26.0060974743531,,,0.100744901932934,24.8502327941793,0.0,0.550428378768033,0.0076891248331698,0.0468746786687186,25.3149573128713,58.9440396800263,73.9192303749906,0.0631308384972861,0.228226373461617,2.05821005427826,,,,,1.08646462977497,0.0075560442076086,,0.001010990787789,99.9253278493437,26.0807696250094,14.9353098163458,0.720029881384684,6.5004448628155,27.0771113369562,,15.0344574288149,15.1635361898074,,
1971,,30.3960898661075,2.89877009391785,23.8342716312164,,,0.32574942901978,24.9245290264675,0.0001174035156464,0.440426361651101,0.0038781509624163,0.0356425830922343,24.8488284874317,59.1254891159665,75.5344332483348,0.0508226744853482,0.764020030929508,2.2389709472173,,,,,1.09648147791818,0.0098574015384184,,0.0013271353766327,99.3687048795512,24.4655667516652,14.816034917589,1.2972948918812,6.37766128783502,25.4938262640035,,16.4352803275181,15.5800549485185,,
1972,,31.8228078581609,,22.9353759585434,,,0.152101741031404,26.1104155290128,7.62999576970209e-05,0.463431741595532,0.0034578486311621,0.0360534847325306,24.2960282521221,59.3874967647433,76.3902324365672,0.0528556398302584,0.804245278490807,2.39117601629548,,,,,1.06872251976741,0.011675592796502,,0.0015924137123666,99.3256083951106,23.6097675634327,15.509281289835,1.36466469383518,6.3492289403722,24.7803074367012,,17.0167554985193,16.3135265683258,,
1973,,34.0646666436288,,26.3589866727246,,1.31360603491401,0.157785472454028,28.5049940142683,0.0001078918642667,0.38355183658408,0.0193878362701766,0.040824665806743,25.8215614953167,59.4343620777773,75.7391760715773,0.0767693097319386,-1.85377328192999,2.19581741427764,12.5506064689961,23.6771623480593,,26.6200699158616,0.832635750021319,0.0133237618803991,,0.0031251539103531,102.098162744302,24.2608239284227,17.9592199627794,-1.61886721635794,6.3245487070649,24.9801556133126,,16.3358204207071,16.1054466808494,-4.05517220153157,
1974,,40.8028948180581,3.83513998985291,29.7710232725886,,1.44304073746447,0.101791727338028,35.8550763233879,0.0002119896607747,0.298324848644667,0.0291707682008057,0.0261200482625184,27.1425234514836,58.8279789727294,74.3026478975236,0.130960238151662,-3.75485845092392,2.07062677398957,13.4981706996142,24.1457003268213,,26.5810723348968,0.608514586668272,0.0533994068763245,,0.0220580251512386,104.073671170112,25.6973521024764,22.278876634491,-4.14476916425216,6.07736449785314,25.7350182033687,,15.5211962601743,18.5240181835671,-3.68272008813686,
1975,,37.4004476039236,3.71161007881165,23.7773899780801,,1.64396513024265,0.150772689829317,32.2860516061929,0.002013971123824,0.283059864599224,0.0039700205327058,0.0263019952253857,26.0419741371867,60.399393370907,76.3178078767616,0.128370222813103,0.0640630559582009,1.97523216803617,12.7138236197693,24.4832417391865,4.74316942822977,31.0301781600751,0.703626048112271,0.0754803283643846,,0.0206039075668024,100.095197854842,23.6821921232384,18.6681922739827,-0.28816649562996,6.27271415495169,24.0560130312049,,15.9654598967966,18.7322553299409,-7.97296182028076,0.718941514260383
1976,,41.1921519374612,3.91951990127563,26.5977767126951,,1.42952440693698,0.0711673927682634,36.1209429753805,0.0019696941564811,0.0486102131473163,0.0037372370072127,0.0282540712770637,24.8954293274541,59.3790209088346,74.7104034722165,0.140666153875763,-1.10274461539939,1.82814366885272,14.0733844475003,25.7715344372516,,30.0098551172054,0.623950196777615,0.0822073314403843,,0.0244978199946216,101.308180184912,25.2895965277835,21.1474482764303,-1.2717898535208,6.08948107501658,25.6267189400978,,15.3852229279689,20.0447036610309,-5.482338366918,0.558924533412318
1977,,41.809556862689,,24.4419569382001,,1.39072066294927,0.217625638394993,36.2571182717216,0.0016003512576772,0.438295874703809,0.0041636657806973,0.0306330574587716,24.7812408635259,59.0882914784851,74.7270839339128,0.123853973608914,0.949792923624017,1.89080851218824,14.90944062829,26.7840216763763,2.39363285890115,30.161611847038,0.839473725675511,0.0653888029346842,,0.0220680961770838,99.1690408721129,25.2729160660872,20.4298819695325,0.909870294449327,6.80292818517323,25.6276517174437,,15.6832429993737,21.3796748931565,-4.54744978558802,0.336184935525883
1978,,41.268188138925,3.78035998344421,23.8877637415518,,0.278630034241977,0.0504755790880975,35.7349708791139,0.0009307275857293,0.151613402940784,0.0029369152781069,0.0253342518476459,24.1471060810509,57.8481675397599,74.0911574499028,0.114639908081431,2.08932557297769,1.87975510456818,15.6219819198489,28.0993714532459,3.11264273374978,33.8877701646058,0.951131326680907,0.0641528005216888,,0.0212852128482599,97.9789211914546,25.9088425500972,19.5894312829736,1.92075399180079,6.82785954287386,26.0550739325719,,16.2642586382193,21.6787568559513,-5.60588668893023,0.624646249889827
1979,,43.7104191890846,4.16373014450073,24.4213232625455,,0.357701869415268,0.136802808757385,38.1348004612884,0.0007836187818276,0.105511219235598,0.0058440740322033,0.0325333241989883,24.2174036611227,58.3107560093903,74.6308896861701,0.189309581838472,1.06003917553199,1.87395946663968,15.7798498188031,28.2801543784459,3.26652680358074,35.7307480174631,0.939517672272268,0.101523451121019,,0.048625113704434,99.0522129487156,25.3691103138299,21.3251900067763,1.50464183530896,6.92203400664583,26.1411488315962,,16.3428316643764,22.3852291823083,-7.16932379298125,0.87907055283745
1980,,42.9726563189869,,26.7676896684473,,0.378980145882342,0.15490086975884,37.4735381485734,0.001246179937047,0.121141547718878,0.0040383782269988,0.0331922927902187,25.6658712043894,59.5808577462864,76.1037342284836,0.196039083196169,-2.60045739965241,1.76364323708972,17.3682515016408,29.6213720091162,5.30954221653148,38.5708327942874,0.840892678173624,0.107584015615698,,0.0499782166262073,102.871423896931,23.8962657715164,22.7865568593197,-2.21452768422154,6.77494378402503,24.7572488986022,,16.5497132909786,20.1860994596673,-8.69109859404678,1.79647527958981
1981,,45.2820379980129,,24.6933343779988,,,0.324509432211318,39.7793976709624,0.0027315240292479,0.261063893398722,0.0015013155720532,0.0256634442479869,25.7831475121231,59.6276175026766,77.5002364496776,0.151583387448868,-1.95133705075412,1.82111250603573,17.7843394527004,28.9716744342872,5.56237320638149,,0.820015429040016,0.0845013838999215,,0.0371857196996585,102.193570827676,22.4997635503224,23.6166875243835,-2.4087346834656,6.69550113226372,22.5074854342629,,17.8675791164418,21.6653504736294,,2.51916140493961
1982,,43.5082890935583,,23.7342913481475,,,0.224899282063572,37.7096454999155,0.004638804642038,0.143979154141873,0.0005188585372955,0.0262977007917977,24.2928094645339,59.8013459831688,77.7482761992017,0.0855683126929913,-1.26834535867209,2.0053729031431,19.388292337816,31.5005024563716,4.6636287630318,,0.826141115228828,0.0296108830504254,,0.0245020656714345,101.482567547349,22.2517238007983,22.3883172261152,-1.73151682482755,7.02482309458397,22.1942707219843,,17.9413453598817,21.1199718674431,,0.652346933100269
1983,,40.1896938810034,4.48805999755859,22.2482512050056,,,0.456733475069814,34.4628435186104,0.001751843951599,0.269705009195144,0.0002815240128731,0.0210059961485649,22.9417977897588,59.0573602041777,77.4167439513647,0.147792721783546,0.476136162465573,2.01650141992046,21.1283365413518,33.597253211505,4.71939282493178,,0.763040561806602,0.0804492907674612,,0.0443040669030476,99.6649951563703,22.5832560486353,19.8567788592689,0.146041526177231,6.7812887701866,22.7760992338686,,18.3386990396286,20.3329150217345,,0.873889322795324
1984,,42.4356673673919,4.77456998825073,23.3117324574465,,,0.429566670388619,36.4764765056999,0.0009876563461491,0.29989029256515,0.0001527450107225,0.0194184469631978,22.7778441512236,59.1430604789752,77.2931463115393,0.154415450228259,-0.426435302752052,2.00860777360645,20.9558344369269,32.2118698309628,5.87395595858128,,0.747891555587547,0.0861014132918892,,0.0477551886163002,100.604878768986,22.7068536884607,21.431051335072,-0.732139551005884,7.02304467020689,22.8651272243722,,18.1350009915581,21.0046160323199,,0.923844196036702
1985,,42.6371550211654,4.68980979919434,23.1708762088391,,,0.384918822231978,36.3561787983262,0.0014677214416218,0.235907989907545,9.93227793348872e-06,0.0190758883276376,22.3585243953598,59.1168466664788,77.419043319841,0.155114896711788,-0.411969170998707,1.93636892016635,20.3961087234983,31.6033193087352,12.8625785182797,,0.71437221450834,0.0847845135410526,,0.0497768411235421,100.58991952868,22.580956680159,21.524562096082,-0.904050635189368,7.44572392213653,22.4714524597835,,18.2832968967719,21.1125929250833,,3.03267348971351
1986,,36.1633469118778,4.65490007400513,21.7480838972604,,0.950404768059199,0.383046875931123,30.6970938947626,0.0001694231227069,-0.0238925568033907,0.0,0.0172888782461793,21.5810867097491,59.1282038219017,77.1174790851362,0.0903131446625444,1.24449526957352,1.97714264210667,22.1763905904046,34.2393976097355,21.8995016668778,46.1467448155255,0.687264939351306,0.0574364451402687,,0.0154183981533894,98.8655629823967,22.8825209148638,17.4594258211521,0.378659155243201,6.55133295450266,22.0861227153835,,17.9779222810668,18.7039210907257,-12.072644100312,5.98875972823694
1987,,35.562608674538,,22.1284333500262,,0.883257287893181,0.259026090323629,30.0816744228986,4.01297994469975e-05,0.519802649395109,0.0001196772755077,0.0132817317655035,21.5834946847911,58.8758685248754,77.6129344878966,0.0719469756492426,0.405492877975134,2.06035364400414,21.4923386549272,33.85391891567,14.9366524873029,46.9908389702401,0.553876753269629,0.0272454716405769,,0.0312599651682075,99.7413678379228,22.3870655121034,17.5785578982814,-0.318830062102805,6.55862473651144,21.9219025705185,,18.7060863125579,17.9840507762566,-13.2569028583136,4.01872563170994
1988,,35.1111015717216,4.59277009963989,22.5790482260205,,0.933404313955872,0.526224673416865,29.8796908512332,5.86192408413976e-05,0.761482658295001,0.0122152627572724,0.0143041431226634,21.9784394302127,58.3928266131201,77.538720075871,0.0777432621024721,0.0448745630150239,2.07285745924484,23.2404059156401,34.361118649376,15.1878913859281,42.4200032737495,0.541672506454768,0.0253564195580532,,0.0258088174236417,100.117768301892,22.461279924129,17.5331135043533,-0.801967944731874,6.19554293161976,21.9832181355282,,19.1017445318196,17.5779880673683,-8.87613042510811,3.54464810457083
1989,,37.0527693801478,,22.3288079184083,,0.818263714890439,0.230520730370284,31.6118470554993,7.38210789628859e-05,0.235980830428075,0.0114195043384278,0.0140353532450562,22.0248687401016,58.9081453791115,77.8552747603668,0.0901074000564965,-0.0194523383973198,2.02642731989536,23.9476734943362,35.4356220139823,18.2431166373492,43.3106058191354,0.547071754989587,0.0264612083655638,,0.0381175130284858,100.184082678775,22.1447252396332,18.5361108592725,-1.38154512312036,6.39644333419498,21.2747258072004,,18.9113653500371,18.5166585208752,-8.60558201366213,4.52622485101499
1990,20.0244585408692,36.321749399443,,22.5586277411459,60.1129165933376,,0.63034777030686,29.8226586621382,0.0002132517328876,0.545262644345237,0.0024691626639778,0.0092256167227911,22.2922244166338,57.73547408665,77.399678992784,0.0864440017149376,0.197125599996447,1.8807984132592,24.1777296606365,,12.5941988630436,43.2429682416742,0.429598445717704,0.0325933337303404,28.0618482779047,0.0419426368649406,99.9583067339299,22.600321007216,18.0623118997233,-1.39158930652863,7.58228550353375,21.1074730216005,3.18236867675993,19.6030424787827,18.2594374997197,,3.57002973776618
1991,19.0964914021128,33.8784372967187,,22.1990544984365,60.4369429997965,,0.61085431935316,28.2569655355178,0.0001717512452291,0.19285108914701,0.0005610462519767,0.0078318456690693,21.8894534056217,58.0119158735372,77.7646656068359,0.051598484149667,0.193581401573197,1.85885268375554,24.8085232753372,,13.2426810138593,44.0799293024109,0.29681291583641,0.0258593794564956,27.1567616405506,0.0171744615268962,99.9637201052724,22.2353343931641,16.8424279475727,-1.95002138250902,6.69821094036885,20.2597654218303,3.23918862756617,19.6914281721995,17.0360093491459,,1.88034191917765
1992,18.5766882100028,34.9137116248328,,21.567775900689,60.7982329408072,,0.324861163715809,27.7697811784664,8.57289533601366e-05,0.2362249370624,0.0008120389397449,0.0075856370517802,21.3301227209212,58.9703298336956,78.5511854652349,0.0442770578219702,0.0446682903825459,1.75197698347487,25.4978052359135,,9.36698929821238,47.0796036867705,0.22498360169752,0.0178179991950848,26.6876839299477,0.0179756536820001,100.118961365924,21.4488145347651,17.4345216672251,-2.21784662139213,8.17483095110421,19.2590495245254,3.11791057575114,19.5304094060409,17.4791899576077,,2.09308459354593
1993,18.3987048107425,37.759229199437,4.73389005661011,19.0724802880428,61.5592636464564,,0.678609285822154,29.7968537245871,8.29874534042336e-06,0.351085190450335,0.0001997867137209,0.0109403969343041,19.102922761703,58.4884507949165,77.9211787872265,0.0600120490272449,3.03896296937097,1.7867679733127,26.2749378403874,,13.6436967178143,48.1294262817485,0.250770834017966,0.0265603053111288,26.3784785861565,0.0223032613227508,96.9936590752693,22.0788212127735,17.360133115033,0.726103967581036,8.83262705502662,19.9829539516023,2.99856799968214,19.3824106828705,20.399096084404,,6.19210291127228
1994,18.6763352085654,40.4550288341845,4.43331003189087,19.0076442938323,61.5049536770714,,0.477323541257913,32.7986286820274,4.3195976614556e-06,0.200920878132889,0.0004114735386709,0.0106586965336096,18.8096191430563,59.003732329879,77.7253897434679,0.0546659239172103,3.28714811454823,1.71374275955101,25.0940032697273,,16.9184767646599,45.8771265074329,0.220099315612157,0.0226404450552546,26.3749811238498,0.0209509891920137,96.7330340373002,22.2746102565321,18.5839403598181,1.20082500995926,8.72389313041445,20.0768073056891,2.99160111240598,18.6919490037956,21.8710884743664,,10.8574952757217
